spa,guc
el silencio es un tesoro,tü yüütawaaka kojutusu ma'in
entonces donde estabas,jama joolu'u jalajachi pia
resuelva el problema,pünoukta tü kasachikika
resuelve el problema,pünoukta tü kasachikika
alguien respondio,asouktüshi waneeshi
alguien ha muerto,eeshi ouktüin wanee wayuu
viene alguien,iseechi wanee wayuu
alguien llega,anteechi wanee wayuu
alguien se acerca,alü'ülaashi wanee wayuu
alguien viene,iseechi wanee wayuu
alguien esta llamando,eenajüshi wanee wayuu
hay alguien afuera,eeshi wanee wayuu cha anooipa'a
alguien esta cantando,ee'irajüshi wanee wayuu
alguien habla,aashajaashi wanee
alguien esta hablando,aashajaashi wanee wayuu
hay alguien hablando,eeshi wanee wayuu yootüin
alguien habia,eepüshi wanee wayuu ya'aya
algo surgio,ajuittusu wanee kasa
algo cambio,a'wanajaasü wanee kasa sünain
perdon error mio,motoo paa'in taainjala tajachitüin tayakai
perdon fallo mio,motoo paa'in taainjala tajachitüin tayakai
habla mas despacio,paashajaa jayatta'a
hable mas despacio,paashajaa jayatta'a
las ara as tejen redes,na waleketka atulüüshi kusu
no te me acerques,nnojo pürütkain tanain
mantente alejado de mi,wattalu'u pia toulia
estate lejos de mi,wattalu'u pia toulia
quedate aqui con nosotros,makata pia ya'aya wamaa
quedaos aqui con nosotros,makata pia ya'aya wamaa
quedense aqui con nosotros,makata jia ya'aya wamaa
quedese aqui con nosotros,makata pia ya'aya wamaa
quedese aqui con nosotras,makata pia ya'aya wamaa
quedate aqui con nosotras,makata pia ya'aya wamaa
quedaos aqui con nosotras,makata jia ya'aya wamaa
quedense aqui con nosotras,makata jia ya'aya wamaa
quedate en tu habitacion,makata pia sulu'u putunkuleeka
quedate aqui con nosotras,makata pia ya'aya wamaa
robar es malo,tü a'luwajaaka mojusu
deja de ser estupido,nnojo malain paa'in
deja de molestarme,nnojo püke'ejüin taya
dejate de joder,nnojo kekeraain paa'in
deja de exagerar,nnojo pümiyo'ujain tü kasachikika
hoy la television esta fome,joolu'u tü telewisionka mojuipa'a
sigue el consejo de tom,kache'e pia nümüin tom
hazte cargo de esto,pülü'üja sukuwa'ipa tüü
encargate de esto,paapaan sukuwa'ipa tüü
quitate tu gorro,pa'akajaa tü pükuwomainka
quitate tu gorra,paakajaa tü pükuwomainka
toma una aspirina,püsaa wanee aspiriina
tomate una aspirina,püsaa wanee aspiriina
toma la medicina,püsaa shipi
tome esta aspirina,püsaa wanee aspiriina
toma este o ese,püsaa tüü joo tüsa
cuentame de tom,püküjaa tamüin nüchiki tom
cuenteme de tom,püküjaa tamüin nüchiki tom
cuentame la historia,püküjaa tamüin süchiki
dime la verdad,püküjaa tamüin tü shiimüinka
digame la verdad,püküjaa tamüin tü shiimüinka
decidme la verdad,püküjaa tamüin tü shiimüinka
diganme la verdad,jaküjaa tamüin tü shiimüinka
decime la verdad,püküjaa tamüin tü shiimüinka
dime tu nombre,püküjaa tamüin pünülia
dinos algo,püküjaa tamüin wanee kasa
diganos algo,püküjaa wanee kasa tamüin
digannos algo,püküjaa wanee kasa tamüin
dinos la verdad,püküjaa tamüin tü shiimüinka
cuentanos la verdad,püküjaa tamüin tü shiimüinka
las termitas comen madera,tü se'ekalirua wunu'u shikaajüin ma'in
gracias por preguntar,analu'ut saa'u püsalirain sünain
gracias por preguntarme,analu'ut saa'u püsakirain taya
gracias por venir,analu'ut saa'u püntüin yaamüin
gracias por la cena,analu'ut saa'u ekülüüka
te agradezco de antemano,taapüin analu'ut pümüin süpülapüna sülatüin
gracias en avance,analu'ut saa'u paapüin süchikü tamüin
gracias por adelantado,taapüin analu'ut pümüin süpülapüna sülatüin
eso siempre ayuda,eesiaje akaalijain türa
ese chico es inteligente,chira jima'aikai kekiishi
ese no puede ser tom,chira nnojoishi süpüla niainjachi tom
aquel gato es cafe,chira muusakai kanashi müinka saa'in kepeinka
eso no ayuda,tüsa nnojotsü akaalijain
esa chica es maria,türa majayütka shia maria
aquella casa es grande,tüsa miichika miyo'u ma'in
eso es indispensable,cho'ujaashaatatü türa
eso es esencial,cho'ujaashaatatü ma'in türa
eso es fundamental,cho'ujaashaatatü ma'in türa
esa es su casa,shia nipiaka tüsa
ese es mi colegio,shia takoleejiain türa
esa es mi escuela,shia takoleejiain türa
es tu libro,pükaralo'utase tüü
aquel es tu libro,pükaralo'utase türa
eso no es frances,tia nnojotsü püranseenaiki
eso no es suficiente,nnojotsü süsawatüin türa
ese nudo esta flojo,osho'oka türa jawa'awasü
esa pelicula apesta,türa ayaakuwaka kashüülasü ma'in
eso deberia bastar,eesü süpüla sükeraajüin türa
eso suena bien,anasü shipijana tüsa
eso me parece correcto,anataasü sukuwa'ipa türa
eso suena aterrador,kashüülakai saa'in shipijana
eso fue fabuloso,anakatchen shipijana tia
este era nuestro plan,tüü shia ke'ireeka waa'in
esa era la idea,tia shia wa'yataapüka achiirua
ese era el plan,shia ke'ireepüka waa'in
este era el plan,tüü shia ke'ireeka waa'in
no era gracioso,nnojotsü talatüin waa'in süka
es un buen vino,wiino anasü türa
ese es un buen vino,türa wanee wiino anasü
eso no va a pasar,nnojoleerü alatüin tia
eso no pasara,nnojoleerü alatüin tia
eso no acontecera,nnojoleerü alatüin tia
eso es un abeto,türa wanee aweeto
es un golpe bajo,wane ashe'etawaa emetulu tia
ese es un faisan,türa wanee wuchii faisan
aquello es un triciclo,tia wanee siküleeta apünüinka so'ui
es todo lo que necesito,shia ne'e cho'ujaaka tamüin
eso es repugnante,kashüülasü ma'in tia
asi es como fue,tia alatüsü mayaa
asi es como era,mapüsü paalainka
es imposible,iseerü nachiki
eso es imposible,kapüleeshaatasü tia
eso es irrelevante,tia nnojotsü kamalain amüin
eso es sencillamente loco,tia sa'ainjala wayuu mamainnasü
ese es mi problema,tia takuwa'ipa temüiwa
eso es noticia para mi,tia wanee pütchi tamüinjatü
eso es nuevo para mi,tia jeketü tapülerua
eso no es una palabra,tia nnojotsü waneein pütchi
eso no es suficiente,nnojoleerü keraain süka tia
ese no es mi trabajo,tia nnojotsü ta'yataain
ese es nuestro secreto,pütchika tia wayainjatü ne'e atüjaaka saa'u
eso es bastante malo,mojushaanasü ma'in tia
eso esta algo viejo,tia kakaliaipa ma'in
eso es algo viejo,wane kasa laülaa tia
eso es realmente entristecedor,shiimüin mojuin waa'in süchirua tia
eso es verdaderamente triste,mojujaasü waa'in sutuma tia
realmente es muy triste,shiimüin mojuin waa'in süchirua tia
eso es ridiculo,malaa ne'e tia
eso es ridiculo,malaa ne'e tia
es perfecto,analeesü ma'in
eso es terrorifico,keemashaatasü ma'in
ese es el espiritu,türa shia yolujaakai
es muy practico,anasü süpüla aa'inraa
la respuesta es si,aa müshi
el bar esta cerrado,tü asaapüleeka süttusun
el ba o esta listo,keraaipa tü awunajapüleeka
el perro negro corria,chi erükai mütsiiakai awataashi
el bote zozobro,emerojoosü tü anuaka
el libro es peque o,jo'uuchon ma'in chi karalo'utakai
el libro es chico,jo'uuchon ma'in chi karalo'utakai
el libro es blanco,kasuutolu tü karalo'utaka
la caja esta rota,püsajaasü tü kaajaka
el ni o volvio,ale'ejüshii chi jintüikai
el ni o regreso,ale'ejüshii chi jintüikai
la jaula esta vacia,malu'usat tü ataüjüleeka wuchii
el pastel esta sabroso,jemetsü ma'n tü tottaka
la torta esta sabrosa,jemetsü ma'n tü tottaka
el gato esta comiendo,ekaashi müinma chi muusakai
el gato me asusto,ainkuusü taa'in nutuma chi muusakai
el gato me espanto,ainkuusü taa'in nutuma chi muusakai
la cuenta por favor,tü tojuyaalaka analu'ut saa'u
los ni os se fueron,na tepichikana o'unushin
el reloj esta adelantado,tü ka'iyaawatiaka süpüleeruasü ka'i
el cafe esta caliente,ja'isü tü kepeinka
el perro es suyo,pümüin chi erükai
el perro estaba muriendo,ouktapünaashi chi erükai
el perro se alejo,wattajaashi chi erükai
el perro huyo,a'luwataashi chi erükai
la puerta chirrio,kepijanüsü tü puatto'utka
la tierra gira,tü mmakat leeyatüsü
el enemigo es debil,chi wa'ünüükai matsüinsai
el examen fue facil,mapüleesat tü ayaawatiaka sütüjain wayuu
el suelo esta frio,saamatüsü ma'in tü süpapüna mmakat
la comida es buenisima,jemetashaatas ma'in tü eküütka
la comida esta lista,ja'yunkuipa tü eküülüka
la comida esta servida,eitajünüsü tü eküütka
el equipo local gano,akanajüshii na yaajewatnüka
la casa esta fria,saamatüsü sulu'upüna miichika
la casa esta caliente,ja'isü sulu'upüna tü miichika
la idea era buena,anapüsü tü nekiirüka
el cuchillo esta desafilado,masasat tü rüika
el cuchillo esta amellado,tü rüika maisat
el cuchillo esta romo,tü rüika me'ichisat
la tapa esta cerrada,tü shirouseka süttusu
los amantes se besaron,na asüniraashika awayuuse ousaji'iraashi
el hombre estaba agonizando,chi wayuukai yalajachi ouktapünain
el hombre se estaba muriendo,chi wayuukai yalajachi ouktapünain
el mercado es amplio,tü metkaalüka miyo'u ma'in
se termino el partido,aja'lajaasü tü ashattawaaka
la leche se puso agria,tü leechika kojojaasü
la noche es oscura,tü aikaa tüü piyuushisü ma'in
el dolor desaparecio,o'unusü tü saalika
el dolor se ha ido,o'unusü tü saalika
se acabo la fiesta,aja'lajaasü tü mi'iraka
el boligrafo esta roto,tü ko'okiishajiaka ashataasü
la piscina estaba llena,piratüsü tü soo'ojopüleeka wayuu
el alquiler es barato,jayatsii saa'in tü süliaka miichi
el rio es amplio,tü süchiika miyo'u ma'in
la habitacion esta vacia,malu'usat tü atunkuleeka
la habitacion estaba caliente,ja'ishaatasü tü atunkuleeka
la habitacion estaba templada,saamatashaatasü ma'in tü atunkuleeka
la pieza estaba calida,anatsii saa'in atunkuleeka sünain wawatüin
las rosas son rojas,tü sisiika rosa ishoosü
la nave zarpo,tü anuaka emerojoosü
la sopa esta espesa,tü shirakat kojosü
el sol es una estrella,tü ka'ikaa müsü saa'in wanee jolotsü
el sol esta saliendo,ojuittusu tü ka'ika
la tactica funciono,eesü o'ttain tü aa'innaka
el tanque esta vacio,malu'usat tü süpülajatüka wüin
el test fue facil,mapüleesat tü oo'ulakawaaka atüjala
ha llegado el momento,antüipa tü sükaliaka
el tren llega tarde,tü türenka anteerü aliika
se paro el tren,asha'walaasü tü türenka
el camion se ha ido,o'unuipa tü kemionka
la guerra continuaba,tü atkawaaka ayateerü
la guerra ha terminado,aja'lajaasü tü atkawaaka
el agua esta buena,tü wüinka jemetüsu
el agua es pura,kojosü tü wüinka
el agua esta limpia,ulesü tü wüinka
lo peor termino,tü kayarütka ma'in sünain aja'lajaasü
ya paso lo peor,tü kayarütka ma'in sünain aja'lajaasü
no existen dioses,nnojotsü shiimüin eein tü jüma'leiwaseka
los dioses no existen,tü ama'leiwaseka nnojosü shiimüin
hay una huelga,eesü wanee asha'walawaa sünain tü a atawaaka
no hay agua,nnojotsü wüin
hubo una pelea,eesü wanee atkawaa
hubo un obstaculo,eesü wanee kasa mojusu wapüleerua
hubo un juicio,eesü wanee yootawaa
hubo una carniceria,eesü wanee kasachiki sümaa ouktaa
hace falta cafe,cho'ujaasü kepeinka
no hay cafe,nnojotsü kepein
no hay peligro,nnojoleerü eein kasachi sutuma
ahi esta tu esposa,na yalaa tü püwayuuseka
esto son margaritas,tü süsii marakariita
estos son verdaderos,shia shiimüinkalirua tüirua
estos son de cuero,tüyaale sükajatü ata'a
ellos ya sabian,natüjaa aa'u süpülapüna
ellos ya saben,natüjaaipa aa'u
ellas ya saben,natüjaaipa aa'u
ya saben,tatüjaa aa'u
ya se fueron,o'unuipa naya
todos estan muertos,ouktüshi napüshua'a
ellos estan en clase,naya ee'irajüshii sulu'u nekirajüleeka
esos son nuestros autos,tüsairua shia weje'enakalirua
ellos son profesores,naya ekirajüliikana
son profesores,ekirajülii naya
ellos son muy grandes,miyo'usenuu ma'in nayakalirua
ellos son muy viejos,alaülaajaashi ma'in naya
ellas son muy viejas,alaülaajaasü ma'in naya
son ricos,washirü naya
no estan alli,nnojoishi yalain naya
ellos la arrestaron,napüreesajirüin naya
ellos te traicionaron,nemeejüin pia
los dos se rieron,asirajüshii naya piamale'eyan
ellos compraron un auto,ayalajüshii naya wanee eje'ena
no pueden escapar,nnojoishi süpüla na'luwatainjachi
no pueden verme,nnojotsü süpüla ni'rüinjachi taya
ellos no se movieron,nnojoishi naya akutulaain
ellos no cedieron,nnojotsü naapüin
ellos no lo hicieron,nnojotsü naainjüin tü münaka namüin
ellos no escuchan,nnojotsü naapajüin tü pütchika
ellos te siguieron,o'unushi naya püchiirua
ellos cazaban zorros,olojopüshi naya walirü
continuaron corriendo,ayatüshi naya awatawaain
siguieron corriendo,ayataa pia sünain püwataain
me secuestraron,ata'ünüshii taya
ellos no saben nada,naya nnojotsü kasain natüjaa aa'u
no saben nada,nnojotsü kasain natüjaa aa'u
les gusta cantar,kamalainsü namüin ee'irajaa
ellos se ven saludables,anakai saa'in nato'uta
ellos quieren decir problemas,naya meeshi kasachiki
perdieron mucho,mainma amülouika nuulia
ellos asesinaron a tom,naya outiraka naa'in tom
deben de estar muertos,eesü süpüla ouktuin naya
ellos necesitan amigos,ka'aleewainjeechi naya
adelantaron a tom corriendo,nala'aneerüin tom sünain nawachira
hablaban frances,yootüshi taya sulu'u püranseenaiki
ellos torturaron a tom,mayeinshi tom natuma
ellas torturaron a tom,mayeinshi tom sutumairua
ellos lo quieren de vuelta,ke'ireeka naa'in süle'ejüinjatü süchukua'a
se fueron a pescar,o'unushi naya sünain olojaa jime
se fueron de pesca,o'unushi naya sünain olojaa jime
eran maravillosos,anachechonsü ma'in naya
fueron maravillosos,anachechonpüshi naya
ellos eran amigos,aleewapüshi naya
ellos estaban enamorados,aijiraashi naya paalainka
estaban casados,kasaatshi naya paalainka
estaban jadeando,mapüsashaataleeshi naya
ellos estaban atrapados,yalajachi naya süttuin
estaban preocupados,ashapatüsü naa'in
eso les gustara,kamalainjeerü namüin
ellos son canadienses,kanataajewali naya
ambos estan muertos,ouktushi naya piamaleeyan
ambas estan muertas,ouktushi naya piamaleeyan
ambas estan bien,anashi naya piamaleeyan
son peligrosos,jaliainjatü waa'in nuulia
son identicos,wanaawashi naya
estan en peligro,jaliainjatü naa'in
estan escuchando,aapajüshi naya
ellos son ni os geniales,naya tepichi anamia
son ni os agradables,anamia na tepichikana
ellos no son felices,nnojoishi naya talatüin
no estan alli,nnojoishi nayain naya
estan separados,akatajiraashi naya
estan sorprendidos,antüna o'uchi jia
ellos son muy pobres,müliashi ma'in naya
son maravillosos,anamiashaatashi naya
ustedes son maravillosos,kamaneeshi ma'in jia
ellos han vuelto,ale'ejüshii naya
ellas han regresado,ale'ejüsü naya nachukua'a
lo despidieron,ojutunushi eere ni'yataain
piensa en la muerte,jülüjaa paa'in tü ouktaaka
este cd vale diez dolares,cdka tüü kaliasü poloo toolarü
esto no es normal,tü ma'aka nnojotsü pansaain sukuwa'ipa
esta manzana es roja,mansaanaka tüü ishosü
este pajaro puede volar,chi wuchiikai chii atüjashi awataa
este libro esta bien,anasü karalo'utaka tüü
este libro es suyo,pümüin karalo'utaka tüü
este libro es mio,chi karalo'utakai chii tamüin
este libro era nuevo,karalo'utakai chii jeletpüshi
esta cubeta tiene una fuga,tü waatteka tüü jotooisu
este balde pierde,tü waatteka tüü amülouijeerü
este balde tiene una fuga,waattekai chii keenashi
este coche es negro,chi kemionkai chii mütsiiyasü
este carro es chiquito,chi kemionkai chii jo'uuchon ma'in
este auto es peque o,chi kemionkai jo'uuchon
este coche es chico,chi kemionkai chii jo'uuchon
este escritorio es el mio,tü meesakalü tüü tamüin
esto no funciona,nnojoleerü a'yataain tüü
esto no funciona,nnojoleerü a'yataain tüü
este perro es blanco,chi erükai chii mütsiiya
este perro es tuyo,pümüin chi erükai chii
este juego es facil,tü ashaittawaaka tüü mapüleesat
este tio es cojonudo,anashaatasü nutuma chi wayuukai chii
este tio es genial,kamaneeshi ma'in chi wayuukai chii
este sombrero es tuyo,tü uwomaka tüü pümüin
es un error,tü ma'aka wanee ajachitia
esta todo mal,mojushaatasü kasa süpüshua'a
esto esta delicioso,jemetashaatasü ma'in tüü
esto esta buenisimo,jemetaleesü ma'in tüü
esto esta riquisimo,jemetashaatasü sheejü tüü
esto es extorsion,emeejawa tü ma'aka
esto es un galimatias,shiküle'erawaa ne'e tü ma'aka
esto es incoherente,nnojotsü pansaain sukuwa'ipa tüü
esta es carne buena,asalaa anasü tüü
estas son buenas noticias,kasachiki anasü tü ma'aka
esta es su casa,tüü shia nipiaka
esto es graciosisimo,ala'ashaatasü tü ma'aka
es su culpa,shia püsirü
esta es su casa,tüü shia nipiaka
esto esta desordenado,aluwakajuushi sukuwa'ipa tüü
este es mi consejo,shia tanüikinjatüka pümüin tüü
este es mi primo,nia tawalakai chii
esta es mi prima,shia tüü tawalakat
este es mi padre,chii nia chi tashikai
esta es mi madre,tüü shia tü teikat
esta es mi madre,tüü shia tü teikat
esta es mi oficina,ya'aya shie eere ta'yataain
este es mi colegio,tüü shia eere tekirajaain
esta es mi escuela,tüü shia eere tekirajaain
esta es mi hermana,tüü shia tü tawalakat
es culpa nuestra,wasirü
esto es tan aburrido,shikulaasü taa'in sünain tü ma'aka
esto es espagueti,pireewa tüü
esto esta insipido,mejejutsalu'u tüü ma'aka
esto es muy chevere,anashaatasü sukuwa'ipa tüü
esto es muy genial,anashaatasü sukuwa'ipa tüü
esta muy bien,anasü ma'in
esto esta muy bueno,anashaatasü ma'in tüü
esto es muy bueno,anashaatasü ma'in tüü
esto es muy cierto,shiimüinshaatasü tü ma'aka
esto es maravilloso,anashaatasü ma'in tüü
este es tu libro,pükaralo'utain tüü
este es tu destino,tü shia pukuwa'ipainjatüka
esta es tu parada,ya'aya shia eere makatüin pia
esto no es frances,tüü nnojotsü püranseein
esto no es una broma,tüü nnojotsü eme'erawaain
esto no es broma,tüü nnojotsü eme'erawaain
no es una trampa,nnojotsü emeejawain tüü
esta no es mi llave,tüü nnojotsü shiain tayaawein
esto no es normal,tüü nnojotsü pansaain
este lago es profundo,ketnotsü tü lamuunaka chii
esto me pone muy triste,mojusu taa'in sutuma tü ma'aka
esto me pone tan mal,mojusu taa'in sutuma tü ma'aka
esto tiene que hacerse,acheküshi aainjünüin tü ma'aka
este esta limpio,uleesü tüü
este es mejor,nia anakai chii
este esta roto,yütsü tüü
esta esta rota,yütsü tüü
este cuarto es frio,tü atunkuleeka tüü saamatusu
este cuarto esta frio,tü atunkuleeka tüü saamatusu
este deberia servir,eesü süpüla anain tüü
esto suena sospechoso,eesü wanee kasa sünain pütchila tia
fue culpa mia,tasirü
fue mi culpa,tasirü
